fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;name
5.4;0.5;0.13;5.0;0.028;12.0;107.0;0.99079;3.48;0.88;13.5;7;w2594
8.2;0.52;0.34;1.2;0.042;18.0;167.0;0.99366;3.24;0.39;10.6;5;w2595
7.8;0.28;0.31;2.1;0.046;28.0;208.0;0.99434;3.23;0.64;9.8;5;w2596
6.4;0.22;0.34;1.4;0.023;56.0;115.0;0.98958;3.18;0.7;11.7;6;w2597
7.8;0.28;0.31;2.1;0.046;28.0;208.0;0.99434;3.23;0.64;9.8;5;w2598
6.9;0.32;0.27;16.0;0.034;58.0;185.0;0.99938;3.34;0.6;9.0;6;w2599
6.8;0.11;0.42;1.1;0.042;51.0;132.0;0.99059;3.18;0.74;11.3;7;w2600
6.2;0.26;0.32;15.3;0.031;64.0;185.0;0.99835;3.31;0.61;9.4;5;w2601
6.4;0.22;0.34;1.4;0.023;56.0;115.0;0.98958;3.18;0.7;11.7;6;w2602
6.7;0.3;0.29;2.8;0.025;37.0;107.0;0.99159;3.31;0.63;11.3;7;w2603
6.7;0.3;0.29;2.8;0.025;37.0;107.0;0.99159;3.31;0.63;11.3;7;w2604
7.1;0.2;0.3;0.9;0.019;4.0;28.0;0.98931;3.2;0.36;12.0;6;w2605
7.2;0.2;0.36;2.5;0.028;22.0;157.0;0.9938;3.48;0.49;10.6;6;w2606
8.9;0.26;0.33;8.1;0.024;47.0;202.0;0.99558;3.13;0.46;10.8;6;w2607
7.5;0.25;0.32;8.2;0.024;53.0;209.0;0.99563;3.12;0.46;10.8;6;w2608
7.1;0.2;0.3;0.9;0.019;4.0;28.0;0.98931;3.2;0.36;12.0;6;w2609
6.3;0.27;0.46;11.1;0.053;44.0;177.0;0.99691;3.18;0.67;9.4;5;w2610
6.5;0.3;0.39;7.8;0.038;61.0;219.0;0.9959;3.19;0.5;9.4;5;w2611
6.7;0.3;0.29;2.8;0.025;37.0;107.0;0.99159;3.31;0.63;11.3;7;w2612
6.6;0.36;0.52;10.1;0.05;29.0;140.0;0.99628;3.07;0.4;9.4;5;w2613
6.15;0.21;0.37;3.2;0.021;20.0;80.0;0.99076;3.39;0.47;12.0;5;w2614
6.5;0.18;0.41;14.2;0.039;47.0;129.0;0.99678;3.28;0.72;10.3;7;w2615
6.5;0.18;0.41;14.2;0.039;47.0;129.0;0.99678;3.28;0.72;10.3;7;w2616
6.5;0.18;0.41;14.2;0.039;47.0;129.0;0.99678;3.28;0.72;10.3;7;w2617
6.6;0.26;0.21;2.9;0.026;48.0;126.0;0.99089;3.22;0.38;11.3;7;w2618
6.6;0.35;0.35;6.0;0.063;31.0;150.0;0.99537;3.1;0.47;9.4;6;w2619
6.5;0.28;0.28;20.4;0.041;40.0;144.0;1.0002;3.14;0.38;8.7;5;w2620
6.6;0.36;0.52;10.1;0.05;29.0;140.0;0.99628;3.07;0.4;9.4;5;w2621
6.6;0.26;0.21;2.9;0.026;48.0;126.0;0.99089;3.22;0.38;11.3;7;w2622
6.5;0.18;0.41;14.2;0.039;47.0;129.0;0.99678;3.28;0.72;10.3;7;w2623
6.15;0.21;0.37;3.2;0.021;20.0;80.0;0.99076;3.39;0.47;12.0;5;w2624
4.5;0.19;0.21;0.95;0.033;89.0;159.0;0.99332;3.34;0.42;8.0;5;w2625
8.0;0.24;0.26;1.7;0.033;36.0;136.0;0.99316;3.44;0.51;10.4;7;w2626
7.8;0.17;0.23;1.7;0.029;39.0;128.0;0.99272;3.37;0.41;10.7;7;w2627
7.0;0.24;0.24;9.0;0.03;42.0;219.0;0.99636;3.47;0.46;10.2;6;w2628
5.8;0.6;0.0;1.3;0.044;72.0;197.0;0.99202;3.56;0.43;10.9;5;w2629
5.9;0.445;0.26;1.4;0.027000000000000003;23.0;109.0;0.99148;3.3;0.36;10.5;6;w2630
6.7;0.28;0.28;2.4;0.012;36.0;100.0;0.99064;3.26;0.39;11.7;7;w2631
6.8;0.44;0.2;16.0;0.065;61.0;186.0;0.99884;3.13;0.45;8.6;5;w2632
7.2;0.24;0.27;11.4;0.034;40.0;174.0;0.99773;3.2;0.44;9.0;5;w2633
8.7;0.31;0.73;14.35;0.044;27.0;191.0;1.00013;2.96;0.88;8.7;5;w2634
8.2;0.32;0.26;2.1;0.062;26.0;87.0;0.98974;3.1;0.47;12.8;6;w2635
7.2;0.24;0.27;11.4;0.034;40.0;174.0;0.99773;3.2;0.44;9.0;5;w2636
8.7;0.31;0.73;14.35;0.044;27.0;191.0;1.00013;2.96;0.88;8.7;5;w2637
7.5;0.13;0.38;1.1;0.023;42.0;104.0;0.99112;3.28;0.53;11.8;6;w2638
9.2;0.14;0.37;1.1;0.034;36.0;84.0;0.99136;3.05;0.55;11.6;6;w2639
7.4;0.2;0.37;1.2;0.028;28.0;89.0;0.99132;3.14;0.61;11.8;6;w2640
6.1;0.15;0.35;15.8;0.042;55.0;158.0;0.99642;3.24;0.37;10.6;5;w2641
7.6;0.23;0.4;5.2;0.066;14.0;91.0;0.99488;3.17;0.8;9.7;5;w2642
8.1;0.33;0.22;5.2;0.047;24.0;151.0;0.99527;3.22;0.47;10.3;5;w2643
7.15;0.17;0.24;9.6;0.119;56.0;178.0;0.99578;3.15;0.44;10.2;6;w2644
6.7;0.12;0.3;5.2;0.048;38.0;113.0;0.99352;3.33;0.44;10.1;7;w2645
5.7;0.18;0.36;1.2;0.046;9.0;71.0;0.99199;3.7;0.68;10.9;7;w2646
5.8;0.15;0.28;0.8;0.037000000000000005;43.0;127.0;0.99198;3.24;0.51;9.3;5;w2647
6.6;0.23;0.29;14.45;0.057;29.0;144.0;0.99756;3.33;0.54;10.2;6;w2648
7.15;0.17;0.24;9.6;0.119;56.0;178.0;0.99578;3.15;0.44;10.2;6;w2649
7.0;0.34;0.39;6.9;0.066;43.0;162.0;0.99561;3.11;0.53;9.5;5;w2650
6.4;0.68;0.26;3.4;0.069;25.0;146.0;0.99347;3.18;0.4;9.3;5;w2651
7.3;0.22;0.31;2.3;0.018000000000000002;45.0;80.0;0.98936;3.06;0.34;12.9;7;w2652
6.4;0.28;0.27;11.0;0.042;45.0;148.0;0.99786;3.14;0.46;8.7;5;w2653
6.9;0.4;0.22;5.95;0.081;76.0;303.0;0.99705;3.4;0.57;9.4;5;w2654
6.8;0.19;0.23;5.1;0.034;71.0;204.0;0.9942;3.23;0.69;10.1;5;w2655
7.1;0.23;0.24;5.4;0.039;60.0;196.0;0.9948;3.19;0.78;10.0;4;w2656
6.45;0.14;0.42;1.2;0.05;51.0;129.0;0.99116;3.27;0.69;11.1;7;w2657
6.5;0.15;0.44;12.6;0.052000000000000005;65.0;158.0;0.99688;3.26;0.7;10.3;7;w2658
7.1;0.15;0.34;1.0;0.033;27.0;73.0;0.98974;3.24;0.41;12.2;6;w2659
6.7;0.33;0.34;6.6;0.067;35.0;156.0;0.99542;3.11;0.48;9.3;6;w2660
7.2;0.3;0.26;1.5;0.041;46.0;178.0;0.99154;3.19;0.56;11.3;6;w2661
7.0;0.23;0.33;1.0;0.043;46.0;110.0;0.99118;3.04;0.65;10.8;6;w2662
8.0;0.13;0.25;1.1;0.033;15.0;86.0;0.99044;2.98;0.39;11.2;8;w2663
6.2;0.21;0.34;6.6;0.03;36.0;91.0;0.9914;3.32;0.45;12.5;7;w2664
8.3;0.4;0.41;8.2;0.05;15.0;122.0;0.9979;3.39;0.49;9.3;5;w2665
5.9;0.34;0.31;2.0;0.03;38.0;142.0;0.98892;3.4;0.41;12.9;7;w2666
6.6;0.12;0.25;1.4;0.039;21.0;131.0;0.99114;3.2;0.45;11.2;7;w2667
9.6;0.655;0.21;2.0;0.039;21.0;120.0;0.99188;3.0;1.0;12.6;6;w2668
6.8;0.26;0.4;7.5;0.046;45.0;179.0;0.99583;3.2;0.49;9.3;5;w2669
5.9;0.34;0.31;2.0;0.03;38.0;142.0;0.98892;3.4;0.41;12.9;7;w2670
5.9;0.3;0.3;2.0;0.03;38.0;142.0;0.98892;3.41;0.41;12.9;7;w2671
7.0;0.15;0.3;13.3;0.049;46.0;120.0;0.99704;3.2;0.36;9.5;7;w2672
7.9;0.37;0.31;2.85;0.037000000000000005;5.0;24.0;0.9911;3.19;0.36;11.9;6;w2673
7.2;0.35;0.25;5.6;0.032;23.0;120.0;0.99334;2.93;0.66;10.3;7;w2674
7.2;0.32;0.24;5.6;0.033;23.0;120.0;0.99334;2.92;0.66;10.3;7;w2675
7.6;0.1;0.33;1.0;0.031;33.0;93.0;0.99094;3.06;0.68;11.2;6;w2676
6.2;0.25;0.31;3.2;0.03;32.0;150.0;0.99014;3.18;0.31;12.0;6;w2677
7.1;0.31;0.17;1.0;0.042;21.0;144.0;0.99304;3.13;0.4;9.6;5;w2678
7.6;0.18;0.28;7.1;0.041;29.0;110.0;0.99652;3.2;0.42;9.2;6;w2679
8.0;0.17;0.29;2.4;0.029;52.0;119.0;0.98944;3.03;0.33;12.9;6;w2680
7.2;0.19;0.27;11.2;0.061;46.0;149.0;0.99772;2.99;0.59;9.3;6;w2681
7.6;0.32;0.25;9.5;0.03;15.0;136.0;0.99367;3.1;0.44;12.1;6;w2682
7.1;0.31;0.17;1.0;0.042;21.0;144.0;0.99304;3.13;0.4;9.6;5;w2683
6.6;0.21;0.29;1.8;0.026;35.0;128.0;0.99183;3.37;0.48;11.2;6;w2684
7.0;0.16;0.36;2.6;0.029;28.0;98.0;0.99126;3.11;0.37;11.2;7;w2685
8.0;0.17;0.29;2.4;0.029;52.0;119.0;0.98944;3.03;0.33;12.9;6;w2686
6.6;0.24;0.38;8.0;0.042;56.0;187.0;0.99577;3.21;0.46;9.2;5;w2687
7.2;0.19;0.27;11.2;0.061;46.0;149.0;0.99772;2.99;0.59;9.3;6;w2688
7.6;0.18;0.28;7.1;0.041;29.0;110.0;0.99652;3.2;0.42;9.2;6;w2689
6.9;0.3;0.25;3.3;0.041;26.0;124.0;0.99428;3.18;0.5;9.3;6;w2690
6.2;0.28;0.27;10.3;0.03;26.0;108.0;0.99388;3.2;0.36;10.7;6;w2691
6.9;0.31;0.32;1.2;0.024;20.0;166.0;0.99208;3.05;0.54;9.8;6;w2692
6.7;0.23;0.25;1.6;0.036000000000000004;28.0;143.0;0.99256;3.3;0.54;10.3;6;w2693
6.2;0.28;0.27;10.3;0.03;26.0;108.0;0.99388;3.2;0.36;10.7;6;w2694
5.7;0.23;0.28;9.65;0.025;26.0;121.0;0.9925;3.28;0.38;11.3;6;w2695
6.5;0.22;0.5;16.4;0.048;36.0;182.0;0.99904;3.02;0.49;8.8;6;w2696
7.0;0.18;0.37;1.5;0.043;16.0;104.0;0.99216;3.18;0.5;10.8;5;w2697
6.9;0.31;0.32;1.2;0.024;20.0;166.0;0.99208;3.05;0.54;9.8;6;w2698
6.9;0.3;0.25;3.3;0.041;26.0;124.0;0.99428;3.18;0.5;9.3;6;w2699
6.5;0.46;0.31;5.0;0.027000000000000003;15.0;72.0;0.99165;3.26;0.6;11.5;7;w2700
6.5;0.23;0.36;16.3;0.038;43.0;133.0;0.99924;3.26;0.41;8.8;5;w2701
6.5;0.23;0.36;16.3;0.038;43.0;133.0;0.99924;3.26;0.41;8.8;5;w2702
6.5;0.23;0.36;16.3;0.038;43.0;133.0;0.99924;3.26;0.41;8.8;5;w2703
6.6;0.26;0.38;6.5;0.17;68.0;201.0;0.9956;3.19;0.38;9.4;6;w2704
6.7;0.26;0.39;6.4;0.171;64.0;200.0;0.99562;3.19;0.38;9.4;6;w2705
7.5;0.28;0.39;10.2;0.045;59.0;209.0;0.9972;3.16;0.63;9.6;6;w2706
6.5;0.23;0.36;16.3;0.038;43.0;133.0;0.99924;3.26;0.41;8.8;5;w2707
6.8;0.23;0.42;7.4;0.044;56.0;189.0;0.9958;3.22;0.48;9.3;6;w2708
7.8;0.25;0.34;13.7;0.044;66.0;184.0;0.99976;3.22;0.75;8.9;5;w2709
7.8;0.25;0.34;13.7;0.044;66.0;184.0;0.99976;3.22;0.75;8.9;5;w2710
5.6;0.2;0.22;1.3;0.049;25.0;155.0;0.99296;3.74;0.43;10.0;5;w2711
6.4;0.21;0.44;7.4;0.045;47.0;182.0;0.9957;3.24;0.46;9.1;5;w2712
6.8;0.23;0.42;7.4;0.044;56.0;189.0;0.9958;3.22;0.48;9.3;6;w2713
6.8;0.24;0.37;7.45;0.043;59.0;188.0;0.99579;3.2;0.5;9.4;6;w2714
7.8;0.25;0.28;7.2;0.04;46.0;179.0;0.99541;3.14;0.6;10.1;6;w2715
7.8;0.25;0.34;13.7;0.044;66.0;184.0;0.99976;3.22;0.75;8.9;5;w2716
6.8;0.16;0.29;10.4;0.046;59.0;143.0;0.99518;3.2;0.4;10.8;6;w2717
5.2;0.28;0.29;1.1;0.028;18.0;69.0;0.99168;3.24;0.54;10.0;6;w2718
7.5;0.18;0.31;6.5;0.029;53.0;160.0;0.99276;3.03;0.38;10.9;6;w2719
7.5;0.26;0.3;4.6;0.027000000000000003;29.0;92.0;0.99085;3.15;0.38;12.0;7;w2720
8.2;0.37;0.64;13.9;0.043;22.0;171.0;0.99873;2.99;0.8;9.3;5;w2721
7.6;0.4;0.27;5.2;0.03;32.0;101.0;0.99172;3.22;0.62;12.3;7;w2722
7.5;0.26;0.25;1.7;0.038;29.0;129.0;0.99312;3.45;0.56;10.4;6;w2723
7.5;0.18;0.31;6.5;0.029;53.0;160.0;0.99276;3.03;0.38;10.9;6;w2724
6.9;0.23;0.32;16.4;0.045;62.0;153.0;0.9972;3.22;0.42;10.5;5;w2725
5.3;0.2;0.31;3.6;0.036000000000000004;22.0;91.0;0.99278;3.41;0.5;9.8;6;w2726
6.5;0.17;0.31;1.5;0.041;34.0;121.0;0.99092;3.06;0.46;10.5;6;w2727
6.5;0.35;0.28;12.4;0.051;86.0;213.0;0.9962;3.16;0.51;9.9;6;w2728
6.5;0.29;0.31;1.7;0.035;24.0;79.0;0.99053;3.27;0.69;11.4;7;w2729
6.8;0.3;0.22;6.2;0.06;41.0;190.0;0.99858;3.18;0.51;9.2;5;w2730
7.9;0.51;0.36;6.2;0.051;30.0;173.0;0.9984;3.09;0.53;9.7;5;w2731
7.9;0.51;0.34;2.6;0.049;13.0;135.0;0.99335;3.09;0.51;10.0;5;w2732
6.5;0.29;0.31;1.7;0.035;24.0;79.0;0.99053;3.27;0.69;11.4;7;w2733
7.1;0.29;0.28;9.3;0.048;50.0;141.0;0.9949;3.13;0.49;10.3;6;w2734
6.5;0.35;0.28;12.4;0.051;86.0;213.0;0.9962;3.16;0.51;9.9;6;w2735
6.5;0.17;0.31;1.5;0.041;34.0;121.0;0.99092;3.06;0.46;10.5;6;w2736
7.4;0.2;0.28;9.1;0.047;29.0;95.0;0.99532;3.16;0.47;9.8;7;w2737
6.9;0.615;0.42;12.0;0.067;24.0;131.0;0.99727;3.19;0.34;9.3;5;w2738
6.8;0.32;0.28;4.8;0.034;25.0;100.0;0.99026;3.08;0.47;12.4;7;w2739
6.3;0.2;0.19;12.3;0.048;54.0;145.0;0.99668;3.16;0.42;9.3;6;w2740
6.9;0.615;0.42;12.0;0.067;24.0;131.0;0.99727;3.19;0.34;9.3;5;w2741
8.0;0.23;0.28;2.7;0.048;49.0;165.0;0.9952;3.26;0.72;9.5;6;w2742
6.7;0.27;0.33;3.6;0.034;9.0;45.0;0.99144;3.08;0.4;10.5;6;w2743
6.7;0.27;0.33;3.6;0.034;9.0;45.0;0.99144;3.08;0.4;10.5;6;w2744
6.7;0.44;0.22;4.3;0.032;19.0;99.0;0.99015;3.26;0.53;12.8;7;w2745
7.0;0.34;0.3;1.8;0.045;44.0;142.0;0.9914;2.99;0.45;10.8;6;w2746
7.3;0.26;0.33;11.8;0.057;48.0;127.0;0.99693;3.1;0.55;10.0;6;w2747
5.8;0.17;0.34;1.8;0.045;96.0;170.0;0.99035;3.38;0.9;11.8;8;w2748
7.3;0.26;0.33;11.8;0.057;48.0;127.0;0.99693;3.1;0.55;10.0;6;w2749
5.8;0.17;0.34;1.8;0.045;96.0;170.0;0.99035;3.38;0.9;11.8;8;w2750
6.8;0.17;0.36;1.4;0.036000000000000004;38.0;108.0;0.99006;3.19;0.66;12.0;6;w2751
7.1;0.43;0.3;6.6;0.025;15.0;138.0;0.99126;3.18;0.46;12.6;6;w2752
5.8;0.315;0.27;1.55;0.026;15.0;70.0;0.98994;3.37;0.4;11.9;8;w2753
5.9;0.17;0.28;0.7;0.027000000000000003;5.0;28.0;0.98985;3.13;0.32;10.6;5;w2754
6.6;0.34;0.18;6.4;0.08199999999999999;47.0;240.0;0.9971;3.42;0.48;9.2;5;w2755
8.6;0.33;0.34;11.8;0.059;42.0;240.0;0.99882;3.17;0.52;10.0;6;w2756
5.6;0.12;0.26;4.3;0.038;18.0;97.0;0.99477;3.36;0.46;9.2;5;w2757
5.8;0.13;0.26;5.1;0.039;19.0;103.0;0.99478;3.36;0.47;9.3;6;w2758
7.7;0.18;0.35;5.8;0.055;25.0;144.0;0.99576;3.24;0.54;10.2;6;w2759
7.7;0.16;0.36;5.9;0.054000000000000006;25.0;148.0;0.99578;3.25;0.54;10.2;6;w2760
6.0;0.26;0.15;1.3;0.06;51.0;154.0;0.99354;3.14;0.51;8.7;5;w2761
7.3;0.32;0.35;1.4;0.05;8.0;163.0;0.99244;3.24;0.42;10.7;5;w2762
7.7;0.3;0.34;1.2;0.048;4.0;119.0;0.99084;3.18;0.34;12.1;6;w2763
7.9;0.16;0.3;7.4;0.05;58.0;152.0;0.99612;3.12;0.37;9.5;6;w2764
6.4;0.27;0.29;10.8;0.028;17.0;118.0;0.99356;3.18;0.37;11.2;6;w2765
6.9;0.16;0.37;1.8;0.034;36.0;95.0;0.98952;2.93;0.59;12.0;6;w2766
7.9;0.16;0.3;7.4;0.05;58.0;152.0;0.99612;3.12;0.37;9.5;6;w2767
7.7;0.3;0.34;1.2;0.048;4.0;119.0;0.99084;3.18;0.34;12.1;6;w2768
7.3;0.32;0.35;1.4;0.05;8.0;163.0;0.99244;3.24;0.42;10.7;5;w2769
6.4;0.44;0.44;14.4;0.048;29.0;228.0;0.99955;3.26;0.54;8.8;7;w2770
6.3;0.2;0.24;1.7;0.052000000000000005;36.0;135.0;0.99374;3.8;0.66;10.8;6;w2771
6.2;0.29;0.32;3.6;0.026;39.0;138.0;0.9892;3.31;0.37;13.1;7;w2772
7.6;0.39;0.32;3.6;0.035;22.0;93.0;0.99144;3.08;0.6;12.5;7;w2773
7.0;0.36;0.32;10.05;0.045;37.0;131.0;0.99352;3.09;0.33;11.7;8;w2774
7.0;0.36;0.32;10.05;0.045;37.0;131.0;0.99352;3.09;0.33;11.7;8;w2775
7.0;0.36;0.32;10.5;0.045;35.0;135.0;0.9935;3.09;0.33;11.6;8;w2776
7.6;0.2;0.36;1.9;0.043;24.0;111.0;0.99237;3.29;0.54;11.3;6;w2777
7.6;0.39;0.32;3.6;0.035;22.0;93.0;0.99144;3.08;0.6;12.5;7;w2778
6.7;0.2;0.37;1.65;0.025;42.0;103.0;0.99022;3.11;0.45;11.4;5;w2779
6.2;0.235;0.34;1.9;0.036000000000000004;4.0;117.0;0.99032;3.4;0.44;12.2;5;w2780
7.8;0.965;0.6;65.8;0.07400000000000001;8.0;160.0;1.03898;3.39;0.69;11.7;6;w2781
7.1;0.2;0.31;6.85;0.053;32.0;211.0;0.99587;3.31;0.59;10.4;6;w2782
7.1;0.2;0.31;7.4;0.053;32.0;211.0;0.99587;3.31;0.59;10.4;6;w2783
7.1;0.2;0.31;7.4;0.053;32.0;211.0;0.99587;3.31;0.59;10.4;6;w2784
6.4;0.24;0.25;20.2;0.083;35.0;157.0;0.99976;3.17;0.5;9.1;5;w2785
8.0;0.3;0.36;11.0;0.034;8.0;70.0;0.99354;3.05;0.41;12.2;6;w2786
6.4;0.24;0.25;20.2;0.083;35.0;157.0;0.99976;3.17;0.5;9.1;5;w2787
6.9;0.4;0.42;6.2;0.066;41.0;176.0;0.99552;3.12;0.54;9.4;5;w2788
6.9;0.4;0.43;6.2;0.065;42.0;178.0;0.99552;3.11;0.53;9.4;5;w2789
7.1;0.2;0.31;6.85;0.053;32.0;211.0;0.99587;3.31;0.59;10.4;6;w2790
6.6;0.25;0.51;8.0;0.047;61.0;189.0;0.99604;3.22;0.49;9.2;5;w2791
6.8;0.26;0.44;8.2;0.046;52.0;183.0;0.99584;3.2;0.51;9.4;5;w2792
6.5;0.37;0.3;2.2;0.033;39.0;107.0;0.98894;3.22;0.53;13.5;7;w2793
6.8;0.35;0.53;10.1;0.053;37.0;151.0;0.9963;3.07;0.4;9.4;5;w2794
6.4;0.22;0.32;7.2;0.028;15.0;83.0;0.993;3.13;0.55;10.9;8;w2795
6.5;0.37;0.3;2.2;0.033;39.0;107.0;0.98894;3.22;0.53;13.5;7;w2796
6.8;0.35;0.53;10.1;0.053;37.0;151.0;0.9963;3.07;0.4;9.4;5;w2797
6.9;0.31;0.32;1.6;0.036000000000000004;34.0;114.0;0.99068;3.19;0.45;11.4;7;w2798
6.7;0.16;0.37;1.3;0.036000000000000004;45.0;125.0;0.98964;3.19;0.51;12.4;7;w2799
6.6;0.25;0.51;8.0;0.047;61.0;189.0;0.99604;3.22;0.49;9.2;5;w2800
6.8;0.26;0.44;8.2;0.046;52.0;183.0;0.99584;3.2;0.51;9.4;5;w2801
5.6;0.15;0.31;5.3;0.038;8.0;79.0;0.9923;3.3;0.39;10.5;6;w2802
5.5;0.15;0.32;14.0;0.031;16.0;99.0;0.99437;3.26;0.38;11.5;8;w2803
6.4;0.22;0.32;7.2;0.028;15.0;83.0;0.993;3.13;0.55;10.9;8;w2804
7.3;0.2;0.26;1.6;0.04;36.0;123.0;0.99238;3.34;0.44;10.8;6;w2805
7.5;0.17;0.71;11.8;0.038;52.0;148.0;0.99801;3.03;0.46;8.9;5;w2806
7.5;0.18;0.72;9.6;0.039;53.0;151.0;0.99802;3.03;0.46;8.9;5;w2807
7.0;0.27;0.48;6.1;0.042;60.0;184.0;0.99566;3.2;0.5;9.4;6;w2808
5.8;0.32;0.31;2.7;0.049;25.0;153.0;0.99067;3.44;0.73;12.2;7;w2809
7.8;0.26;0.31;3.6;0.025;22.0;100.0;0.99066;2.99;0.47;12.1;7;w2810
7.4;0.3;0.32;1.7;0.03;23.0;128.0;0.9929;3.17;0.66;10.9;5;w2811
6.7;0.16;0.34;1.6;0.026;27.0;109.0;0.9934;3.34;0.58;10.1;6;w2812
5.8;0.32;0.31;2.7;0.049;25.0;153.0;0.99067;3.44;0.73;12.2;7;w2813
6.7;0.19;0.39;1.0;0.032;14.0;71.0;0.98912;3.31;0.38;13.0;7;w2814
6.6;0.36;0.24;0.9;0.038;15.0;72.0;0.99066;3.23;0.39;11.0;5;w2815
7.2;0.17;0.41;1.6;0.052000000000000005;24.0;126.0;0.99228;3.19;0.49;10.8;5;w2816
6.7;0.19;0.39;1.0;0.032;14.0;71.0;0.98912;3.31;0.38;13.0;7;w2817
6.0;0.11;0.47;10.6;0.052000000000000005;69.0;148.0;0.9958;2.91;0.34;9.3;4;w2818
6.0;0.21;0.34;2.0;0.042;63.0;123.0;0.99052;3.44;0.42;11.4;6;w2819
6.7;0.325;0.82;1.2;0.152;49.0;120.0;0.99312;2.99;0.38;9.2;5;w2820
6.6;0.4;0.46;6.2;0.056;42.0;241.0;0.9968;3.5;0.6;9.9;5;w2821
6.5;0.2;0.24;9.2;0.044;25.0;150.0;0.99502;3.22;0.44;10.5;5;w2822
7.6;0.27;0.34;5.0;0.04;18.0;56.0;0.99084;3.06;0.48;12.4;6;w2823
7.2;0.26;0.4;6.3;0.047;52.0;172.0;0.99573;3.18;0.53;9.5;6;w2824
6.3;0.25;0.22;3.3;0.048;41.0;161.0;0.99256;3.16;0.5;10.5;6;w2825
6.5;0.22;0.45;8.0;0.053;52.0;196.0;0.9959;3.23;0.48;9.1;6;w2826
6.4;0.14;0.31;1.2;0.034;53.0;138.0;0.99084;3.38;0.35;11.5;7;w2827
6.4;0.14;0.31;1.2;0.034;53.0;138.0;0.99084;3.38;0.35;11.5;7;w2828
7.1;0.26;0.32;16.2;0.044;31.0;170.0;0.99644;3.17;0.37;11.2;5;w2829
6.6;0.22;0.34;11.6;0.05;59.0;140.0;0.99526;3.22;0.4;10.8;5;w2830
6.6;0.45;0.43;7.2;0.064;31.0;186.0;0.9954;3.12;0.44;9.4;5;w2831
6.6;0.17;0.3;1.1;0.031;13.0;73.0;0.99095;3.17;0.58;11.0;6;w2832
7.2;0.44;0.28;3.4;0.048;22.0;112.0;0.99188;3.21;0.37;11.3;7;w2833
6.2;0.15;0.27;1.4;0.041;51.0;117.0;0.9909;3.28;0.38;11.2;6;w2834
6.3;0.25;0.22;3.3;0.048;41.0;161.0;0.99256;3.16;0.5;10.5;6;w2835
6.5;0.22;0.45;8.0;0.053;52.0;196.0;0.9959;3.23;0.48;9.1;6;w2836
7.3;0.26;0.3;9.3;0.05;35.0;154.0;0.99581;3.21;0.5;10.4;6;w2837
6.9;0.15;0.29;2.3;0.033;14.0;82.0;0.99132;3.1;0.58;11.2;7;w2838
5.8;0.22;0.29;0.9;0.034;34.0;89.0;0.98936;3.14;0.36;11.1;7;w2839
6.5;0.37;0.33;3.5;0.036000000000000004;23.0;92.0;0.99136;3.18;0.38;11.2;6;w2840
5.5;0.375;0.38;1.7;0.036000000000000004;17.0;98.0;0.99142;3.29;0.39;10.5;6;w2841
5.9;0.2;0.4;1.3;0.047;23.0;92.0;0.99232;3.2;0.45;10.0;6;w2842
5.9;0.22;0.38;1.3;0.046;24.0;90.0;0.99232;3.2;0.47;10.0;6;w2843
8.0;0.22;0.31;5.6;0.049;24.0;97.0;0.993;3.1;0.42;10.9;5;w2844
6.5;0.22;0.29;7.4;0.028;16.0;87.0;0.99311;3.15;0.56;10.9;7;w2845
6.9;0.15;0.29;2.3;0.033;14.0;82.0;0.99132;3.1;0.58;11.2;7;w2846
5.8;0.2;0.34;1.0;0.035;40.0;86.0;0.98993;3.5;0.42;11.7;5;w2847
6.6;0.31;0.07;1.5;0.033;55.0;144.0;0.99208;3.16;0.42;10.0;5;w2848
7.7;0.43;0.37;10.0;0.16899999999999998;22.0;210.0;0.99776;3.02;0.64;9.5;5;w2849
6.7;0.24;0.29;14.9;0.053;55.0;136.0;0.99839;3.03;0.52;9.0;5;w2850
7.3;0.23;0.34;9.3;0.052000000000000005;19.0;86.0;0.99574;3.04;0.56;10.0;5;w2851
7.9;0.2;0.39;1.0;0.041;37.0;154.0;0.99093;3.08;0.43;11.9;5;w2852
5.3;0.16;0.39;1.0;0.028;40.0;101.0;0.99156;3.57;0.59;10.6;6;w2853
6.4;0.21;0.28;5.9;0.047;29.0;101.0;0.99278;3.15;0.4;11.0;6;w2854
6.9;0.33;0.26;5.0;0.027000000000000003;46.0;143.0;0.9924;3.25;0.43;11.2;7;w2855
5.6;0.18;0.58;1.25;0.034;29.0;129.0;0.98984;3.51;0.6;12.0;7;w2856
6.6;0.29;0.31;3.9;0.027000000000000003;39.0;96.0;0.99035;3.24;0.6;12.6;8;w2857
6.9;0.33;0.26;5.0;0.027000000000000003;46.0;143.0;0.9924;3.25;0.43;11.2;7;w2858
6.6;0.21;0.36;0.8;0.034;48.0;113.0;0.99165;3.24;0.68;10.5;6;w2859
7.3;0.21;0.33;1.0;0.037000000000000005;66.0;144.0;0.9923;3.11;0.52;10.2;6;w2860
6.4;0.21;0.28;5.9;0.047;29.0;101.0;0.99278;3.15;0.4;11.0;6;w2861
5.1;0.11;0.32;1.6;0.028;12.0;90.0;0.99008;3.57;0.52;12.2;6;w2862
6.5;0.15;0.32;1.3;0.036000000000000004;19.0;76.0;0.98964;3.18;0.41;12.3;6;w2863
